6.14742 0.631098 -3.75994
6.45181 3.54476 -3.062
6.29663 0.631098 -3.80293
6.14742 0.631098 -3.75994


6.45181 0.631098 -3.81745
6.45181 3.54476 -3.062
6.60699 0.631098 -3.80293
6.45181 0.631098 -3.81745


6.0099 0.631098 -3.69013
6.45181 3.54476 -3.062
6.14742 0.631098 -3.75994
6.0099 0.631098 -3.69013


5.88936 0.631098 -3.59618
6.45181 3.54476 -3.062
6.0099 0.631098 -3.69013
5.88936 0.631098 -3.59618


5.79044 0.631098 -3.48171
6.45181 3.54476 -3.062
5.88936 0.631098 -3.59618
5.79044 0.631098 -3.48171


5.71694 0.631098 -3.3511
6.45181 3.54476 -3.062
5.79044 0.631098 -3.48171
5.71694 0.631098 -3.3511


5.67167 0.631098 -3.20938
6.45181 3.54476 -3.062
5.71694 0.631098 -3.3511
5.67167 0.631098 -3.20938


5.65639 0.631098 -3.062
6.45181 3.54476 -3.062
5.67167 0.631098 -3.20938
5.65639 0.631098 -3.062


5.67167 0.631098 -2.91462
6.45181 3.54476 -3.062
5.65639 0.631098 -3.062
5.67167 0.631098 -2.91462


5.71694 0.631098 -2.7729
6.45181 3.54476 -3.062
5.67167 0.631098 -2.91462
5.71694 0.631098 -2.7729


5.79044 0.631098 -2.64229
6.45181 3.54476 -3.062
5.71694 0.631098 -2.7729
5.79044 0.631098 -2.64229


5.88936 0.631098 -2.52782
6.45181 3.54476 -3.062
5.79044 0.631098 -2.64229
5.88936 0.631098 -2.52782


6.0099 0.631098 -2.43387
6.45181 3.54476 -3.062
5.88936 0.631098 -2.52782
6.0099 0.631098 -2.43387


6.14742 0.631098 -2.36406
6.45181 3.54476 -3.062
6.0099 0.631098 -2.43387
6.14742 0.631098 -2.36406


6.29663 0.631098 -2.32107
6.45181 3.54476 -3.062
6.14742 0.631098 -2.36406
6.29663 0.631098 -2.32107


6.45181 0.631098 -2.30655
6.45181 3.54476 -3.062
6.29663 0.631098 -2.32107
6.45181 0.631098 -2.30655


6.60699 0.631098 -2.32107
6.45181 3.54476 -3.062
6.45181 0.631098 -2.30655
6.60699 0.631098 -2.32107


6.75621 0.631098 -2.36406
6.45181 3.54476 -3.062
6.60699 0.631098 -2.32107
6.75621 0.631098 -2.36406


6.89373 0.631098 -2.43387
6.45181 3.54476 -3.062
6.75621 0.631098 -2.36406
6.89373 0.631098 -2.43387


7.01426 0.631098 -2.52782
6.45181 3.54476 -3.062
6.89373 0.631098 -2.43387
7.01426 0.631098 -2.52782


7.11318 0.631098 -2.64229
6.45181 3.54476 -3.062
7.01426 0.631098 -2.52782
7.11318 0.631098 -2.64229


7.18669 0.631098 -2.7729
6.45181 3.54476 -3.062
7.11318 0.631098 -2.64229
7.18669 0.631098 -2.7729


7.23195 0.631098 -2.91462
6.45181 3.54476 -3.062
7.18669 0.631098 -2.7729
7.23195 0.631098 -2.91462


7.24724 0.631098 -3.062
6.45181 3.54476 -3.062
7.23195 0.631098 -2.91462
7.24724 0.631098 -3.062


7.23195 0.631098 -3.20938
6.45181 3.54476 -3.062
7.24724 0.631098 -3.062
7.23195 0.631098 -3.20938


7.18669 0.631098 -3.3511
6.45181 3.54476 -3.062
7.23195 0.631098 -3.20938
7.18669 0.631098 -3.3511


7.11318 0.631098 -3.4817
6.45181 3.54476 -3.062
7.18669 0.631098 -3.3511
7.11318 0.631098 -3.4817


7.01426 0.631098 -3.59618
6.45181 3.54476 -3.062
7.11318 0.631098 -3.4817
7.01426 0.631098 -3.59618


6.89373 0.631098 -3.69013
6.45181 3.54476 -3.062
7.01426 0.631098 -3.59618
6.89373 0.631098 -3.69013


6.75621 0.631098 -3.75994
6.45181 3.54476 -3.062
6.89373 0.631098 -3.69013
6.75621 0.631098 -3.75994


6.29663 0.631098 -3.80293
6.45181 3.54476 -3.062
6.45181 0.631098 -3.81745
6.29663 0.631098 -3.80293


6.60699 0.631098 -3.80293
6.45181 3.54476 -3.062
6.75621 0.631098 -3.75994
6.60699 0.631098 -3.80293


6.45181 0.631098 -3.81745
6.60699 0.631098 -3.80293
6.29663 0.631098 -3.80293
6.45181 0.631098 -3.81745


6.60699 0.631098 -3.80293
6.75621 0.631098 -3.75994
6.29663 0.631098 -3.80293
6.60699 0.631098 -3.80293


6.75621 0.631098 -3.75994
6.89373 0.631098 -3.69013
6.29663 0.631098 -3.80293
6.75621 0.631098 -3.75994


6.89373 0.631098 -3.69013
7.01426 0.631098 -3.59618
6.29663 0.631098 -3.80293
6.89373 0.631098 -3.69013


7.01426 0.631098 -3.59618
7.11318 0.631098 -3.4817
6.29663 0.631098 -3.80293
7.01426 0.631098 -3.59618


7.11318 0.631098 -3.4817
7.18669 0.631098 -3.3511
6.29663 0.631098 -3.80293
7.11318 0.631098 -3.4817


7.18669 0.631098 -3.3511
7.23195 0.631098 -3.20938
6.29663 0.631098 -3.80293
7.18669 0.631098 -3.3511


7.23195 0.631098 -3.20938
7.24724 0.631098 -3.062
6.29663 0.631098 -3.80293
7.23195 0.631098 -3.20938


7.24724 0.631098 -3.062
7.23195 0.631098 -2.91462
6.29663 0.631098 -3.80293
7.24724 0.631098 -3.062


7.23195 0.631098 -2.91462
7.18669 0.631098 -2.7729
6.29663 0.631098 -3.80293
7.23195 0.631098 -2.91462


7.18669 0.631098 -2.7729
7.11318 0.631098 -2.64229
6.29663 0.631098 -3.80293
7.18669 0.631098 -2.7729


7.11318 0.631098 -2.64229
7.01426 0.631098 -2.52782
6.29663 0.631098 -3.80293
7.11318 0.631098 -2.64229


5.67167 0.631098 -3.20938
5.67167 0.631098 -2.91462
5.65639 0.631098 -3.062
5.67167 0.631098 -3.20938


5.67167 0.631098 -3.20938
5.71694 0.631098 -2.7729
5.67167 0.631098 -2.91462
5.67167 0.631098 -3.20938


5.71694 0.631098 -3.3511
5.71694 0.631098 -2.7729
5.67167 0.631098 -3.20938
5.71694 0.631098 -3.3511


5.79044 0.631098 -3.48171
5.71694 0.631098 -2.7729
5.71694 0.631098 -3.3511
5.79044 0.631098 -3.48171


5.79044 0.631098 -3.48171
5.79044 0.631098 -2.64229
5.71694 0.631098 -2.7729
5.79044 0.631098 -3.48171


5.79044 0.631098 -3.48171
5.88936 0.631098 -2.52782
5.79044 0.631098 -2.64229
5.79044 0.631098 -3.48171


5.88936 0.631098 -3.59618
5.88936 0.631098 -2.52782
5.79044 0.631098 -3.48171
5.88936 0.631098 -3.59618


5.88936 0.631098 -3.59618
6.0099 0.631098 -2.43387
5.88936 0.631098 -2.52782
5.88936 0.631098 -3.59618


6.0099 0.631098 -3.69013
6.0099 0.631098 -2.43387
5.88936 0.631098 -3.59618
6.0099 0.631098 -3.69013


6.14742 0.631098 -3.75994
6.0099 0.631098 -2.43387
6.0099 0.631098 -3.69013
6.14742 0.631098 -3.75994


6.14742 0.631098 -3.75994
6.14742 0.631098 -2.36406
6.0099 0.631098 -2.43387
6.14742 0.631098 -3.75994


6.14742 0.631098 -3.75994
6.29663 0.631098 -2.32107
6.14742 0.631098 -2.36406
6.14742 0.631098 -3.75994


6.29663 0.631098 -3.80293
6.29663 0.631098 -2.32107
6.14742 0.631098 -3.75994
6.29663 0.631098 -3.80293


6.29663 0.631098 -3.80293
6.45181 0.631098 -2.30655
6.29663 0.631098 -2.32107
6.29663 0.631098 -3.80293


6.29663 0.631098 -3.80293
6.60699 0.631098 -2.32107
6.45181 0.631098 -2.30655
6.29663 0.631098 -3.80293


6.29663 0.631098 -3.80293
6.75621 0.631098 -2.36406
6.60699 0.631098 -2.32107
6.29663 0.631098 -3.80293


7.01426 0.631098 -2.52782
6.89373 0.631098 -2.43387
6.29663 0.631098 -3.80293
7.01426 0.631098 -2.52782


